q0001	Bu belgilarning ta'sir oralig'ida qaysi avtomobil uchun to'xtashga ruxsat beriladi?
q0040	Sanab o'tilgan hollarning qaysi birida qoidalar haydovchi o'zining transport vositasini ichki ishlar xodimi ixtiyoriga berishi shart?
q0041	Qaysi transport vositasining haydovchisi birinchi navbatda harakatlanish huquqiga ega?
q0042	Qaysi belgi transport vositalarining belgida ko'rsatilgandan kam oraliq masofada harakatlanishini taqiqlaydi?
q0043	Mazkur holatda avtobus to'g'riga harakatlansa chorrahaga kirishiga ruxsat etiladimi?
q0044	Ko'rsatilgan vaziyatda qaysi tasmadan o'ngga burilish lozim ?
q0045	Tartibga soluvchining mazkur ishorasi quyidagini bildiradi:
q0046	Aholi punktlaridan tashqarida yengil avtomobillarning qanday eng katta tezlik bilan harakatlanishiga ruxsat etiladi?
q0047	Chorrahada aylanma harakatlanish tashkil qilingan. Siz yaqinlashib kelayotgan chorrahaning qatnov qismi ikkita harakat tasmasiga ega. Chorrahaga kirishda burilish uchun Siz qaysi tasmani egallashingiz lozim?
q0048	Siz balandlikda svetoforning ruxsat beruvchi ishorasini kutib to'xtadingiz. Bunda avtomobilni joyida tutib turishning eng yaxshi usuli:
q0049	Qaysi hollarda velosipedchilarga qatnov qismining o'ng chekkasidan chiqishga yo'l qo'yiladi?
q0050	Piyodalarga yo'lni piyodalar o'tish joyidan tashqarida kesib o'tishga ruxsat etiladimi?
q0051	Shu joyda hovliga burilishga ruxsat etiladimi?
q0052	Bu belgilar aholi yashaydigan joylarda xavfli yo'l qismi boshlanishidan qancha masofada o'rnatiladi?
q0053	Avtomagistralda shatakka olishga ruxsat beriladimi?
q0054	Belgilangan yo'nalish bo'ylab ketayotgan avtobus haydovchi ushbu sharoitda yo'l berishi kerakmi?
q0055	Qaysi transport vositalariga harakatlanishga ruxsat etiladi?
q0056	Tirkamali yengil avtomobillarga yo'lning shunday yo'l belgisi o'rnatilgan qismida qanday eng katta tezlik bilan harakatlanishga ruxsat etiladi?
q0057	Qaysi holda qoidalar ogohlantirish ishorasini berishni talab qilmaydi?
q0058	Bu yo'l belgisi bildiradi:
q0059	M2, M3 toifali avtotransport vositalari shina protektorlari naqshlarining qoldiq balandligi kamida qancha bo'lishi kerak?
q0060	Qaysi javobda yo'lovchilar uchun chiqish va tushish maydonchasi bo'lmagan sharoitdagi joylar to'liq ko'rsatilgan?
q0061	Qaysi javobda ruxsat etilgan harakatlanish yo'nalishlari to'g'ri ko'rsatilgan?
q0062	Ushbu yo'l belgisi qo'shimcha axborot belgisi bilan nimani bildiradi?
q0063	Belgilangan yo'nalish bo'yicha harakatlanayotgan yo'nalishli transport vositalarining haydovchilari piyodalar o'tish joyidan tashqarida oq xassa bilan ishora berayotgan ko'zi ojiz piyodalarni o'tkazib yuborishlari kerakmi?
q0064	Harakatlanish kimga ruxsat etilgan?
q0065	Qaysi yo'nalishda harakatlanishga ruxsat etiladi?
q0066	Agar transport vositasi o'lchamlari kattaligidan yoki boshqa sabablarga ko'ra chetki holatda burilishni bajara olmagan bo'lsa, bu qoidadan chetga chiqqan holda burilishga yo'l qo'yiladimi?
q0067	Qattiq ulagich transport vositalari orasida qanchadan ortiq bo'lmagan masofani ta'minlashi kerak?
q0068	Velosipedchilarda trotuarda harakatlanishga ruxsat etiladimi?
q0069	Shatakka olingan avtomobilda odamlarni tashishga ruxsat etiladimi?
q0070	Bu joyda quvib o'tishga ruxsat beriladimi?
q0071	Qaysi belgi "T" simon chorrahada harakatlanish yo'nalishini ko'rsatadi?
q0072	Oldida transport vositasi to'xtab turgan tartibga solinmaydigan piyodalar o'tish joyiga yaqinlashib kelmoqdasiz, Siz nima qilishingiz kerak?
q0073	Qaysi transport vositalariga harakatlanish ruxsat etiladi?
q0074	Transport vositalari chorrahadan quyidagi tartibda o'tadilar
q0075	Qanday hollarda quvib o'tish taqiqlanadi?
q0076	Kunduzgi vaqtda yaqinni yorituvchi fara chirog'ini yoqish ogohlantirish ishorasi bo'ladimi?
q0077	Agar g'ildiraklardagi tortish kuchi yo'l bilan tishlashish kuchidan ortiq bo'lsa:
q0078	Qanday hollarda transport vositalaridan foydalanishga ruxsat etiladi?
q0079	Qaysi transport vositalariga ko'rsatilgan yo'nalishlar bo'yicha harakatlanishga ruxsat etiladi?
q0080	Avtomobillarga qaysi yo'nalishda harakatlanishga ruxsat etiladi?
q0081	Ushbu holatda quvib o'tishga ruxsat etiladimi?
q0082	Ushbu svetofor qaysi harakatlanishni tartibga solish uchun qo'llanadi?
q0083	Ko'rsatilgan avtosisternalardan qaysi biri burilishda ag'darilib ketish xavfi kamroq, turg'unroq?
q0084	Shunday yo'l belgisi bo'lgan yo'l qismlarida ruxsat etilgan to'la vazni 3,5t. dan oshmaydigan yuk avtomobillariga qanday eng katta tezlik bilan harakat qilishga ruxsat etiladi?
q0085	To'xtagan transport vositasi bilan yotiq sidirg'a chiziq orasidagi masofa qancha bo'lganida to'xtash taqiqlanadi?
q0086	Harakat tezligi ikki marta oshganda, tormozlanish yo'li necha marta ortadi?
q0087	Bir tirkamali avtopoezdning qanday eng katta uzunligida DYHXX ruxsatisiz harakatlanishga yo'l qo'yiladi?
q0088	Qizil avtomobilning haydovchisi, yalt-yalt etuvchi chiroq-mayoqcha va maxsus tovushli ishora yoqilgan transport vositasiga yaqinlashib kelayotganda nima qilishi kerak?
q0089	Mazkur belgi bilan belgilangan hududda qanday cheklanishlar kiritilgan?
q0090	Qaysi belgi teng ahamiyatli yo'llar kesishish chorrahasiga yaqinlashib kelayotganlik haqida ogohlantiradi?
q0091	Svetoforning taqiqlovchi ishorasida va shlagbaum ochiq bo'lganda haydovchi nima qilishi kerak?
q0092	Chorrahadan ikkinchi bo'lib kim o'tadi?
q0093	Qanday hollarda haydovchisi bo'lmagan transport vositalarini shatakka olish mumkin?
q0094	Bu yerda quvib o'tishga ruxsat beriladimi?
q0095	Qaysi ishoralar ogohlantiruvchi hisoblanadi?
q0096	Boshqarishni o'rgatishdagi transport vositasi qanday jihozlangan bo'lishi kerak?
q0097	Sanab o'tilgan qaysi holatlarda transport vositasidan foydalanish taqiqlanadi?
q0098	Avtomobil qaysi yo'nalishlarda harakatlanishi mumkin?
q0099	Bu belgi nimani bildiradi?
q0100	Haydovchiga belgilangan trayektoriya bo'yicha harakatlanib, manyovrlar bajarishga ruxsat berilganmi?
q0101	Ushbu svetofor qaysi yo'nalishda harakatlanishni taqiqlaydi?
q0102	Qizil avtomobil:
q0103	Yetarli ko'rinmaslik sharoitida yo'lning yoritilmagan qismida to'xtagan yoki to'xtab turgan mexanik transport vositasining haydovchisi bajarishi kerak
q0104	Transport vositasi qachon faqat o'ng chetki tasmada harakatlanishi kerak?
q0105	Ogohlantirish ishorasini berish haydovchiga birinchi harakatlanish huquqini beradimi?
q0106	Qoidalarga ko'ra shatakka olish vaqtida bir-biriga ulangan mexanik transport vositalari tarkibining qanday umumiy uzunligiga yo'l qo'yiladi?
q0107	Qoida bo'yicha necha yoshdan boshlab yengil avtomobilni boshqarishga ruxsat etiladi?
q0108	Qaysi hollarda bir yo'nalishda harakatlanish uchun uchtadan kam tasmasi bo'lgan yo'lda to'xtash va to'xtab turish taqiqlanadi?
q0109	Haydovchi tormozlanishda boshlangan avtomobilning sirpanib ketishini to'xtatish uchun bajarishi kerak:
q0110	Haydovchiga transport vositalarining to'xtab turish joylari chegarasini bildiradigan uzluksiz chiziqni kesib o'tishga ruxsat etiladimi?
q0111	Temir yo'l kesishmasi oldida turgan transport vositalarini qarama-qarshi harakatlanish tasmasiga chiqib aylanib o'tishga ruxsat etiladimi?
q0112	Chorrahadan uchinchi bo'lib Qaysi avtomobil o'tadi:
q0113	Haydovchi piyodalarga qachon yo'l berishi kerak?
q0114	Ko'rsatilgan holda yengil avtomobilga to'xtab turishga ruxsat etiladimi?
q0115	Yuk tashish taqiqlanadi, agar:
q0116	Avtomobilning yon tomonga sirpanib ketishi nima sababdan ro'y berishi mumkin?
q0117	N2; N3 toifadagi avtotransport vositalarining boshqaruv qurilmasida qanday eng katta umumiy lyuft yig'indisiga yo'l qo'yiladi?
q0118	Chorrahani ikkinchi bo'lib kesib o'tadi:
q0119	Yo'l yoqasida qaysi transport vositalarining haydovchilari qoidani buzib to'xtadilar?
q0120	Qaysi belgi kesib o'tgan yo'llarda harakatlanayotgan transport vositalariga yo'l berishni yuklaydi?
q0121	Temir yo'l kesishmasida umumiy xatar ishorasi sifatida quyidagi ishoralar turkumi xizmat qiladi:
q0122	Qaysi javobda chorrahadan o'tish tartibi to'g'ri ko'rsatilgan?
q0123	Haydovchi orqa g'ildiraklari yetakchi bo'lgan avtomobilning orqa o'qi sirpanib ketishi boshlanganida to'xtatish uchun nima qilishi kerak?
q0124	Haydovchi aholi punktlaridan tashqaridagi yo'lda quvib o'tilayotgan haydovchining e'tiborini jalb etish uchun faralar chiroqlarini o'chirib yoqish va tovush ishorasi berishni qo'llab to'g'ri qildimi?
q0125	Shikastlangan kishining o'mrov suyagi singanda nima qilish kerak?
q0126	Yengil avtomobilda tumanga qarshi faralarning nechtasini o'rnatishga ruxsat etiladi?
q0127	Sonning yumshoq to'qimalari lat yeganda birinchi tibbiy yordam qanday ko'rsatiladi?
q0128	Agar yo'l boshlanishida ushbu belgi turgan bo'lsa, qatnov qismining qarama-qarshi yo'nalishiga o'tish mumkinmi?
q0129	Qaysi transport vositalariga harakatlanish uchun ruxsat berilgan?
q0130	Avtomobillar chorrahadan quyidagi tartibda o'tadilar:
q0131	Sirpanchiq yo'lda orqa yetakchi avtomobil uchun tormozlashning qaysi usuli xavfsiz to'xtashni ta'minlaydi?
q0132	Transport vositasining bitta o'qiga har xil naqshli shinalarni o'rnatishga ruxsat etiladimi?
q0133	Quvib o'tishda faralarning uzoqni yorituvchi chiroqlaridan ogohlantiruvchi ishora sifatida foydalanish mumkinmi?
q0134	Shatakka olish taqiqlanadi?
q0135	Quyidagi qaysi belgilar ogohlantiruvchi belgilar jumlasiga kiradi?
q0136	Ko'rsatilgan holatda o'zib ketishga ruxsat etiladimi?
q0137	Qarama-qarshi yo'nalishdagi transportlar oqimi ikkita sidirg'a chiziqlar bilan ajratilgan yo'l nechta harakatlanish uchun tasmaga ega?
q0138	Chorraha oldida bu belgi o'rnatilgan bo'lsa; haydovchi qanday yo'l tutishi kerak?
q0139	Qaysi yo'nalishda harakatlanish taqiqlanadi?
q0140	Yotiq chiziqning uzluksiz sariq chizig'i nimani bildiradi?
q0141	Harakatlanishga ruxsat berilgan:
q0142	Transport vositalari chorrahadan qanday tartibda o'tadilar?
q0143	Haydovchi manyovrni bajarishda burilish ko'rsatkichlari bilan yorug'lik ishorasini har doim berishi kerakmi?
q0144	Suratlarning qaysi birida quvib o'tish ko'rsatilgan?
q0145	Haydovchi o'z joyidan ketishi yoki transport vositasini qoldirishi mumkin, agar:
q0146	Son suyagining uchdan birining pastki qismi singanda jarohatlangan odamni transportda tashish uchun taxtakach qanday qo'yiladi?
q0147	To'xtab turish tormoz tizimi qanchadan kam bo'lgan qiyalikda M toifadagi avtotransport vositalarini harakatsiz holatda ushlab tura olmasa, bu avtotransport vositalaridan foydalanish taqiqlanadi?
q0148	Qisman ortish usuli bilan avtomobilni shatakka olishda yo'lovchilar qayerda bo'lishlari mumkin?
q0149	Qaysi javobda ruxsat berilgan harakat yo'nalishi to'g'ri ko'rsatilgan?
q0150	"To'xtash taqiqlangan" belgisi bilan birga to'siqning usti bo'ylab uzluksiz sariq chiziq chizilgan joyda yo'lovchilarni tushirishga ruxsat beriladimi?
q0151	Temir yo'l izlarini qayerda kesib o'tishga ruxsat beriladi?
q0152	Chorrahadan ikkinchi bo'lib o'tadi:
q0153	Qaysi holda avtomobilning ag'anab ketishiga qarshi turg'unligi ortadi?
q0154	Hamma tasmalar band bo'lgan serqatnov harakatlanish vaqtida qayrilib olishga ruxsat beriladimi?
q0155	Haydovchi qayta tizilishdan va harakatlanish yo'nalishini o'zgartirishdan oldin nima qilishi zarur?
q0156	Tos suyaklari singanda birinchi yordam qanday ko'rsatiladi?
q0157	Sanab o'tilgan sharoitlarning qaysi birlarida transport vositasidan foydalanish taqiqlanadi?
q0158	Qaysi belgi yo'l qismida avtomatlashtirilgan foto va video qayd etish texnika vositalari o'rnatilganligi haqida axborot beradi?
q0159	Qaysi belgi gabarit uzunligi belgisida ko'rsatilgandan uzun bo'lgan transport vositalarining harakatlanishini taqiqlaydi?
q0160	Suratdagi tasvirlangan holatda haydovchi nima qilishi lozim?
q0161	Chorrahadan ikkinchi bo'lib qaysi avtomobil o'tadi?
q0162	Kunning qorong'i vaqtida yo'lning yoritilgan qismida aholi yashash joylarida harakatlanayotgan mexanik transport vositasida qaysi chiroqlar yoqilgan bo'lishi kerak?
q0163	Chorraha qismida kesib o'tgan yo'lga nisbatan asosiy bo'lgan yo'lda transport vositalarini quvib o'tishga ruxsat beriladimi?
q0164	Qaysi javobda shatakka olingan transport vositasidagi yoritish asboblarini yoqishning to'g'ri holati ko'rsatilgan?
q0165	Quyidagi 3.27 "To'xtash taqiqlangan" belgisining amal qilish chegarasi qayerda tugaydi?
q0166	M1 toifadagi transport vositalari shinalari protektori naqshining qoldiq balandligi necha mm. dan kam bo'lmasligi kerak?
q0167	Agar tuproq yo'lda bevosita chorraha oldida to'shamali (qoplamali) yo'l qismi bo'lsa, bu uni ahamiyati jihatidan kesib o'tilayotgan yo'l qismi bilan teng huquqli qiladimi?
q0168	Aholi punktlaridan tashqarida qaysi belgi takrorlanadi?
q0169	Yo'lning o'rtasida joylashgan bekatda to'xtagan yo'lakay yo'nalishli tramvay yonidan o'tayotganda haydovchi nima qilishi kerak?
q0170	Chorrahadan oxirgi bo'lib qaysi avtomobil o'tadi?
q0171	Kunning qorong'u vaqtida yo'lning yoritilmagan qismlarida harakatlanayotganda mexanik transport vositasining qaysi chiroqlari yoqilgan bo'lishi kerak?
q0172	Qayrilib olish taqiqlanadi:
q0173	Yashil avtomobil haydovchisi:
q0174	Qattiq yoki egiluvchan ulagich yordamida shatakka olinganda, yuk avtomobilining yukxonasida odamlarni tashishga ruxsat beriladimi?
q0175	Transport vositalaridan qanday sharoitlarda foydalanishga ruxsat etiladi?
q0176	Yo'l-transport hodisasiga daxldor bo'lgan haydovchilar birinchi navbatda bajarishlari shart:
q0177	Belgi ostidagi qo'shimcha axborot belgisi nimani bildiradi?
q0178	Qaysi belgi "To'siqni chapdan aylanib o'tish" deb ataladi?
q0179	Ishchi tormozi to'satdan ishlamay qolganda avtomobilni qanday to'xtatish kerak?
q0180	Qayrilish taqiqlanadi:
q0181	Shatakka olingan mexanik transport vositasida qanday tashqi yoritish chiroqlari yoqilgan bo'lishi kerak?
q0182	Qon oqishini to'xtatuvchi jgut qo'l-oyoqlarga qanday bog'lanadi?
q0183	Motosikllarning shinalari naqshining qoldiq chuqurligi qanchadan kam bo'lmasligi kerak?
q0184	Qaysi transport vositasining haydovchisi birinchi navbatda harakatlanish ustunligiga ega?
q0185	Bu belgilarning qaysi biri "Bir tomonlama harakatlanish yo'liga chiqish" ni bildiradi?
q0186	Qaysi yo'nalishlarda harakatlanishga ruxsat etiladi?
q0187	Quyidagi hollarning qaysi birida temir yo'l kesishmasiga kirish taqiqlanadi?
q0188	Avtomobillar chorrahadan quyidagi tartibda o'tadi:
q0189	Yo'lovchilarning va mahkamlanmagan yukning shiddat bilan oldinga surilib ketishiga nima sabab bo'lishi mumkin?
q0190	Kunduzgi vaqtda transportning old yoki orqa tomoniga 1 metrdan ortiq chiqib turgan yuk qanday belgilanadi?
q0191	Bu yotiq chiziq quyidagi vazifani bajaradi:
q0192	Sirpanchiq yo'lda karbyuratorning drossel zaslonkasini keskin ochish qanday xavfli oqibatlarga olib kelishi mumkin?
q0193	Yuk avtomobilining yukxonasida qancha miqdorda odamlarni tashishga ruxsat beriladi?
q0194	Yaltirovchi ko'k mayoqcha va unga qo'shimcha maxsus tovushli ishorasi yoqilgan transport vositasi sizga yaqinlashib kelmoqda. Siz shunday transport vositasiga qarshi harakatlanayotgan bo'lsangiz; nima qilishingiz lozim?
q0195	Ko'rsatilgan belgi ostidagi qo'shimcha axborot belgisi qanday maqsadda o'rnatilgan?
q0196	Yo'naltirgichlar bilan ko'rsatilgan yo'nalishlarning qaysi biridan harakat qilish mumkin?
q0197	Transport vositalari chorrahani quyidagi tartibda kesib o'tadilar:
q0198	Yo'lning yoritilmagan qismlarida qorong'i vaqtda to'xtaganda gabarit chiroqlari buzuq bo'lsa:
q0199	Bu joyda to'xtash mumkinmi?
q0200	Harakatlanish mumkin bo'lgan yo'nalish qaysi rasmda ko'rsatilgan?
q0201	Orqa tomondagi tumanga qarshi chiroqlar quyidagi hollarda qo'llanishi mumkin:
q0202	Qo'shaloq shinalar orasiga begona jismlar tiqilib qolganda transport vositalaridan foydalanishga ruxsat etiladimi?
q0203	Sariq avtobusning haydovchisiga chorrahaga chiqishga ruxsat etiladimi?
q0204	Ruxsat etilgan harakatlanish yo'nalishini ko'rsating:
q0205	Qaysi belgi oyning juft sonli kunlarda to'xtab turishni taqiqlaydi?
q0206	Bu yo'l belgisi:
q0207	Chorrahani oxirgi bo'lib kesib o'tadi:
q0208	Haydovchi ko'zi qamashgan taqdirda quyidagilarni bajarishi shart:
q0209	To'xtash yo'li deb nimaga aytiladi?
q0210	Transport vositalari sun'iy yoritilgan tunnelda harakatlanayotganda qanday yoritish chiroqlari yoqilishi kerak?
q0211	Avtomobilda tibbiyot qutichasini qayerda saqlash lozim?
q0212	Yuk tirkamasida odam tashishga ruxsat etiladimi?
q0213	Kimlar "yo'l harakati qatnashchisi" hisoblanadi?
q0214	Avtomobil harakatining barcha ruxsat etilgan yo'nalishlari qaysi javobda to'g'ri ko'rsatilgan?
q0215	Rasmda ko'rsatilgan holatda yo'lovchilarni tushirish uchun to'xtashga ruxsat beriladimi?
q0216	Haydovchilardan qaysi biri to'xtashga majbur?
q0217	Qaysi avtomobil chorrahadan oxirgi bo'lib o'tadi?
q0218	Ko'rsatilgan avtomobillardan qaysi biri ag'darilishga qarshi turg'unroq?
q0219	Ko'k avtomobil haydovchisi chapga burilishga kirishgandan keyin, qizil avtomobil haydovchisi o'ng tomondan o'zib ketishi mumkinmi?
q0220	Qaysi transport vositasining haydovchisi yo'l berishi lozim?
q0221	Boshqaruv qurilmasi nosoz mexanik transport vositasi shatakka olinishi kerak:
q0222	12 yoshga etmagan bolalarni transport vositasining oldingi o'rindig'ida tashishga ruxsat etiladimi?
q0223	Qaysi rasmda piyodalar qoidani buzmay harakatlanmoqda?
q0224	Qatnov qismidagi bunday yo'naltirgichlar nimani bildiradi?
q0225	Quyidagilar poezdni to'xtatish ishorasi bo'lib xizmat qiladi:
q0226	Harakatda imtiyozga ega bo'ladi:
q0227	Birinchi bo'lib chorrahani kesib o'tadi:
q0228	Belgilangan yo'nalishdagi transport vositalari yoki taksilarning to'xtab turish maydonchalaridan ular bo'lmagan hollarda, (yo'nalishli transport voistalari harakatiga xalaqit bermasa) belgi ko'rsatkichlaridan qanday masofada to'xtash va to'xtab turish taqiqlanadi?
q0229	Toliqish haydovchining diqqatiga va e'tiboriga qanday ta'sir qiladi?
q0230	Velosiped yo'lkasi yo'l bilan kesishgan joylarda velosiped va moped haydovchilari qanday hollarda transport vositalariga yo'l berishlari kerak?
q0231	Jihozlangan bekatlari bo'lmagan tramvay to'xtash joylarida unga chiqish uchun piyodalarga qachon qatnov qismiga chiqishga ruxsat etiladi?
q0232	Avtomobilga qaysi yo'nalishlarda harakatlanishga ruxsat etiladi?
q0233	Bu yotiq chiziqlardan qaysi biri belgilangan yo'nalishdagi transport vositalarining to'xtash joyini bildiradi?
q0234	Chorrahani ikkinchi bo'lib kesib o'tadi?
q0235	Tumanga qarshi chiroqlardan qanday hollarda foydalanish mumkin?
q0236	Yuk avtomobil haydovchisiga bu joyda to'xtashga ruxsat etiladimi?
q0237	Ko'rsatilgan vaziyatda yengil avtomobil haydovchisiga quvib o'tishga ruxsat etiladimi?
q0238	Yo'l quruq bo'lganda g'ildirak aylanmay, sirpanib tormozlanish tormoz yo'liga qanday ta'sir etadi?
q0239	Yonilg'i tizimi zich (germetik) emasligi ma'lum bo'lganda, haydovchi nimalarni bajarishi shart?
q0240	Yaxmalak bo'lganda shatakka olishga ruxsat etiladimi?
q0241	Ushbu belgi amal qilgan hududda avtobus haydovchisi quvib o'tishi mumkinmi?
q0242	Reversiv harakatlanish amalga oshiriladigan harakat tasmalari chegaralarini belgilash uchun bu yotiq chiziqlarning qay biridan foydalaniladi?
q0243	Xizmat vazifasini bajarayotganda shlagbaumni o'zboshimchalik bilan ochishga yoki uni aylanib o'tishga ruxsat etiladimi?
q0244	Oraliq masofa deb nimaga aytiladi?
q0245	Quvib o'tishni boshlashdan oldin haydovchi shunga ishonch hosil qilishi kerakki:
q0246	Majburiy to'xtagan haydovchi qanday choralar ko'rishi kerak?
q0247	Avtomobilning qaysi g'ildiraklari "sirpanib" tormozlanishga ko'proq moyil bo'ladi?
q0248	Sanab o'tilgan qaysi hollarda transport vositasidan foydalanish mumkin?
q0249	Transport vositalari ixtiyoriga berilgan vakolatnomasi bo'lgan shaxs o'zining ishtirokida transport vositasini boshqa shaxsga boshqarishni topshirishi mumkinmi
q0250	Agar yo'lda bu belgi o'rnatilgan bo'lsa, avtomobilni shatakka olishga ruxsat etiladimi?
q0251	Bu "to'xtash" yotiq chiziq qaysi yo'l belgisi bilan qo'llaniladi?
q0252	Avtomobil haydovchisi harakatining tartibi qaysi javobda to'g'ri ko'rsatilgan?
q0253	Avtomobillar chorrahani quyidagi tartibda kesib o'tadilar:
q0254	Haydovchi, boshqa haydovchilarning ko'zini qamashtirishi mumkin bo'lgan uzoqni yorituvchi chiroqni yaqinni yorituvchiga qachon almashtirishi kerak?
q0255	Aholi yashaydigan joylardan tashqarida tirkamali yengil avtomobil haydovchisiga eng katta tezlikni soatiga necha kilometrdan oshirmasdan harakatlanishga ruxsat etiladi?
q0256	Ikkita harakat tasmasi bo'lgan bir tomonlama harakat tashkil etilgan yo'llarda, avtomobilning yo'lni chap tomonida to'xtab turishiga ruxsat etiladimi?
q0257	5% li yod eritmasi (yod nastoykasi) nima uchun qo'llaniladi?
q0258	Bolalarni tashkiliy tashishda qanday talablar qo'yiladi?
q0259	Ko'k avtomobil chorrahani kesib o'tadi:
q0260	Qaysi belgi "Velosiped yo'lkasi bilan kesishuv"ni bildiradi?
q0261	Bu chiziq qaysi yo'l belgisi bilan qo'llaniladi?
q0262	Haydovchi yaqinlashib kelayotgan poezdni o'tkazib yuborishi uchun "To'xtash" yotiq chizig'i yoki "To'xtamasdan harakatlanish taqiqlangan" belgisidan qanday masofada to'xtashi kerak?
q0263	Motosikl haydovchisi qoidani buzayaptimi?
q0264	Qanday hollarda aholi punktlaridan tashqarida yengil avtomobil haydovchisiga soatiga 90 km.dan yuqori tezlikda harakatlanish taqiqlanadi?
q0265	Egiluvchan yoki qattiq ulagichda shatakka olingan mexanik transport vositasida odamlar tashishga ruxsat etiladimi?
q0266	Agar transport vositalarining tuzilishida ko'zda tutilgan orqani ko'rsatadigan ko'zgular bo'lmasa, avtomobildan foydalanishga ruxsat etiladimi?
q0267	Piyodalar o'tish joyi bo'lmaganda piyodalarga yo'l qatnov qismining qaysi joyidan kesib o'tishga ruxsat etiladi?
q0268	Qaysi belgi 50 km/soat kam tezlikda harakatlanishni taqiqlaydi?
q0269	To'xtashni taqiqlovchi joylarni bildiruvchi sidirg'a sariq chiziq qayerda chiziladi?
q0270	Avtomagistrallarda to'xtashga ruxsat etilganmi?
q0271	Transport vositalari chorrahani qay tartibda kesib o'tadi?
q0272	Projektor-faradan foydalanishga ruxsat etiladi:
q0273	Agar siz oldinda harakatlanayotgan avtomobilni quvib o'tishga chiqsangiz, ko'rsatilgan hollarning qaysi birida tovush ishorasi berish maqsadga muvofiq?
q0274	Ko'rsatilgan joyda to'xtashga ruxsat etiladimi?
q0275	Yengil avtomobil haydovchisi yo'l berishi kerakmi?
q0276	Odamlarni tashishga moslashtirilmagan yuk avtomobili yukxonasida odam tashishga ruxsat etiladimi?
q0277	Bu belgida qaysi transport vositalarini quvib o'tishni taqiqlaydi?
q0278	Bu yo'l chizig'i nimani bildiradi?
q0279	Chorrahani uchinchi bo'lib kesib o'tadi:
